BedCt,AreaCd,Phone,PerDiem
.,978,5522600,30557
.,508,8727674,31139
.,617,8255000,28929
.,781,9903744,12854
.,866,3892727,3117
.,617,2534481,14750
.,978,5218544,27081
.,617,9287364,22242
.,508,7524665,27567
.,413,7348440,32499
.,413,5297777,20712
.,508,2542384,28566
.,978,6273929,2598
.,978,6791200,22711
.,781,9427000,19580
.,781,9864800,12991
.,781,4490020,24099
.,978,3731181,23680
.,413,7877079,20572
.,617,8761176,30423
.,617,6438000,14553
.,978,9222280,2465
.,781,9290553,29843
.,508,8806666,26079
.,978,6838883,23890
.,978,6885750,24815
.,978,5211275,1668
.,800,8257292,20246
.,978,9750395,27910
.,978,4752830,3194
.,978,6635428,27132
.,978,5211186,29776
.,978,2566865,21264
.,978,4597711,25571
.,978,4521776,17964
.,978,4652582,14645
.,978,6827009,21627
.,508,9843384,27681
.,617,3732492,31847
.,508,2474939,13081
.,508,5832155,27251
.,617,4422002,13418
.,508,4879395,23863
.,978,5362150,24167
.,781,2681133,12755
.,617,7516205,28946
.,413,8278959,16476
.,781,7621419,32679
.,978,8186272,30193
.,978,6819652,15738
.,978,5772114,28938
.,617,3767419,32362
.,413,7392440,21227
.,617,6161660,22530
.,508,6789095,23796
.,508,7468353,32069
.,516,8690650,16536
.,508,9493598,15426
.,508,6959933,21991
.,857,5984774,15769
.,617,3680820,28066
.,617,5160280,31793
.,978,7240010,23887
.,508,7656830,13133
.,508,8407772,2471
.,617,2382430,23028
.,508,9291600,30776
.,781,4494670,32518
.,617,4825353,18816
.,617,6820823,1824
.,978,4483388,28480
.,413,5368221,22161
.,781,7698670,14326
.,978,7253300,29873
.,617,4274470,3255
.,508,6798511,29151
.,978,7448388,3060
.,508,6722290,28569
.,978,7886195,13471
.,508,4325760,18218
.,617,4791837,16291
.,413,5846855,14370
.,508,9992321,22737
.,508,9983101,20645
.,978,4631295,27120
.,866,2584738,17536
.,978,2584674,1371
.,508,7788555,16528
.,617,5597616,30254
.,617,6212955,12765
.,508,5806482,27289
.,508,8727277,21865
.,781,5597616,20820
.,781,5843823,32335
.,508,8792250,3231
.,508,3080818,1570
.,508,5804691,1300
.,617,4827555,15479
.,617,4252000,26423
.,781,8788340,16775
.,617,8471950,30144
.,508,9976300,32765
.,978,7506828,26881
.,508,7976100,24153
.,413,7876740,30692
.,978,6825276,19633
.,508,3660406,19544
.,508,6795222,24458
.,508,6742788,20318
.,781,2786003,18937
.,978,6715490,30140
.,781,3299365,17525
.,978,6810323,12994
.,508,4350120,28529
.,413,3359908,1676
.,773,8314701,28566
.,413,7376639,21320
.,508,8219041,2225
.,978,3984517,25850
.,781,2675475,32296
.,617,6366828,31339
.,978,4662725,21943
.,800,2585380,27437
.,508,4865674,19711
.,774,2235224,22690
.,617,2878000,21014
.,781,5820100,19776
.,781,2922146,16695
.,508,8799800,2332
.,413,5921980,27749
.,978,5522731,13052
.,781,5808710,20719
.,978,3738222,26299
.,617,4271000,25424
.,781,7568300,2202
.,781,7566725,20667
.,508,2353500,17282
.,508,8495600,22486
.,508,7532967,25495
.,508,7540700,30797
.,413,2385511,28036
.,978,7257400,13415
.,617,3767427,14824
.,617,3767427,26525
.,866,2584738,29947
.,617,3767415,26194
.,617,3767415,21789
.,508,4732273,29516
.,617,5346100,13989
.,413,7470829,31044
.,508,7577641,14674
.,617,8253400,19767
.,508,9968572,15136
.,508,5808710,31731
.,508,6200024,28731
.,978,7221846,26742
.,413,7327419,28093
.,781,4363352,30445
.,508,6782833,17969
.,508,3221503,24536
.,978,3221503,16720
.,978,3221503,17722
.,978,3221503,31810
.,508,3221503,14082
.,508,0,18225
.,617,3221503,28159
.,781,9328114,14349
.,508,8800514,15854
.,508,2261586,20397
.,617,3581000,30222
.,617,8471950,19253
.,508,2953600,20886
.,617,8471950,20269
.,413,7363668,25727
.,617,6541000,24464
.,857,6541000,13622
.,617,4147779,13460
.,617,4147779,20835
.,857,6541000,2071
.,978,2561444,23351
.,413,4990412,20134
.,413,4990412,27954
.,413,4490412,16263
.,413,4990412,19078
.,413,4990412,13683
.,508,5863800,26366
.,508,5596699,31370
.,508,5596699,20993
.,617,3538383,13026
.,617,4952010,19755
.,978,7452440,20154
.,617,8471950,23025
.,508,5405559,16852
.,508,7751859,32122
.,617,3024194,20687
.,617,3024194,29756
.,978,8514683,28879
.,508,4668677,26242
.,978,8514683,26659
.,617,3024194,32037
.,617,7144534,1799
.,508,8617375,2768
.,978,8265950,25363
.,413,7391100,1827
.,413,7391100,21535
.,413,7391100,25095
.,413,6931002,13910
.,413,6931027,25433
.,413,5681421,24918
.,413,5681421,27981
.,508,6683223,27874
.,978,4592306,20395
.,781,7445100,22213
.,617,7830500,23760
.,617,7830500,27842
.,781,6933800,13574
.,617,5274610,20955
.,413,4392160,21510
.,413,7271426,16523
.,413,5291764,14264
.,413,7746252,30772
.,413,7371426,28653
.,978,5442148,21879
.,413,7323422,16015
.,413,7374718,29187
.,617,8894860,21612
.,617,8892864,27523
.,413,4202222,1949
.,413,4202200,24743
.,508,9968572,24816
.,508,6765708,23265
.,978,7447905,17771
.,413,5841310,16692
.,413,5289311,14599
.,413,5289311,30496
.,413,5289311,26243
.,413,5289311,16475
.,413,4472023,31079
.,413,5289311,27664
.,413,7470707,30479
.,413,5320389,21124
.,978,6329400,21070
.,978,2499490,14522
.,413,2365656,29316
.,978,7401193,25481
.,339,3687696,24110
.,339,3687696,28677
.,339,3687696,28971
.,978,5346116,21450
.,978,5346116,20253
.,978,5346116,28313
.,508,7913261,31577
.,978,3436957,24365
.,508,8289116,18360
.,508,8236124,13612
.,413,4202214,28525
.,413,4202200,21619
.,413,4202200,28111
.,508,4717090,14654
.,508,5402949,31213
.,413,7723748,30030
.,508,8601080,16065
.,617,7894212,1672
.,978,3885652,18186
.,978,6963035,30952
.,508,7565400,25290
.,978,3459400,21546
.,781,3242381,28847
.,413,4426700,30257
.,508,7751859,16369
.,508,6534820,21340
.,508,8806868,14374
.,978,5447780,23714
.,617,8471950,23370
.,508,8607888,23933
.,781,9253500,29292
.,800,8532288,14160
.,508,8521805,13686
.,508,8521805,2004
.,508,8542122,16620
.,508,8521805,16964
.,508,3700113,1928
.,508,8543266,23949
.,508,8542122,1783
.,508,8521805,2926
.,508,8545212,20750
.,508,8542122,32556
.,508,4301599,23882
.,781,3972000,14536
.,508,7709690,21393
.,508,8607999,18311
.,508,7659691,29183
.,508,8607700,28289
.,857,6541000,14959
.,508,8620600,31056
.,508,7550556,13531
.,617,2477555,3211
.,774,2433410,24286
.,781,7755867,26228
.,617,8894860,22125
.,508,2326670,15313
.,413,7368329,28935
.,978,6322321,22045
.,413,2385511,31650
.,978,6896461,20963
.,978,7452440,21958
.,978,2828899,23069
.,508,8607700,22551
.,508,5487118,13188
.,508,8629929,16886
.,508,5391171,14022
.,508,5487118,31843
.,508,5487118,17494
.,781,5406550,21177
.,978,5522734,26852
.,508,5522734,20045
.,978,4106110,14771
.,978,6896652,15082
.,978,9830488,27242
.,978,6863017,21667
.,978,0,20338
.,978,6851770,16948
.,978,6868521,27881
.,508,9926553,2714
.,508,9926553,2732
.,413,2297226,21439
.,617,3542275,19925
.,617,3542275,24122
.,508,7785444,31570
.,978,3691113,29596
.,617,4952010,25026
.,781,4315400,29587
.,781,8491000,2167
.,781,2212506,1255
.,617,6615500,15223
.,978,2506000,20264
.,617,8595000,22223
.,617,2613100,31927
.,781,3065100,1675
.,978,5326000,17565
.,617,6547000,20588
.,617,7304740,20946
.,617,6296000,19360
.,617,9725100,20444
.,617,3252800,2983
.,978,2879300,21324
.,978,5214444,32640
.,978,6815258,13438
.,508,7563528,15332
.,508,9970745,20449
.,508,7424420,13970
.,508,7424420,29996
.,508,8301234,30155
.,508,9940885,17111
.,508,9921500,24743
.,508,2247705,14322
.,413,0,2773
.,413,4202200,14662
.,857,6541000,29670
.,413,2385511,31756
.,508,7718010,32390
.,617,6613991,28849
.,617,6613991,20350
.,617,6613991,1607
.,617,6613991,1560
.,978,2750722,15530
.,978,2831387,1973
.,978,2643500,31791
.,781,5925691,21055
.,508,8281308,24064
.,978,3450685,19291
.,617,4952010,30539
.,978,6833128,1891
.,978,9703346,21152
.,413,5288580,2190
.,978,8470110,28825
.,781,9815500,25269
.,978,4586642,31614
.,800,5769444,32529
.,781,5813900,24145
.,781,5962502,24184
.,781,5962502,17261
.,781,4777086,26278
.,781,5980287,26819
.,781,5988128,15130
.,781,5813900,21897
.,781,5962502,17629
.,781,5813900,19297
.,781,5962502,17566
.,781,5988198,17651
.,781,3972000,27829
.,617,4714715,31336
.,617,3762088,14671
.,617,4718683,19767
.,781,9254552,13782
.,617,6906387,18119
.,781,5962502,22511
.,781,5962502,16139
.,508,6931208,2912
.,617,7267421,20125
.,857,6541000,27659
.,617,3223281,29589
.,857,6541700,22874
.,724,5976168,17279
.,724,5976168,3076
.,724,5976168,13980
.,724,5976168,17579
.,724,5976168,20787
.,978,5976168,1565
.,724,5976168,27938
.,617,4952010,24781
.,781,7348440,14361
.,508,9198190,32477
.,508,3588980,21263
.,978,6871319,29464
.,978,9376045,2681
.,508,8806666,26225
.,866,3892727,22438
.,866,3892727,18680
.,866,3892727,25127
.,866,3892727,28724
.,866,3892727,18044
.,866,3892727,17692
.,866,3892727,18760
.,866,3892727,3088
.,866,3892727,3235
.,866,3892727,28826
.,617,3484865,16138
.,508,3892727,20513
.,866,3892727,25982
.,866,3892727,31278
.,866,3892727,14394
.,866,3892727,30614
.,866,3892727,15451
.,866,3892727,26086
.,401,7705422,16639
.,866,3892727,15826
.,866,3892727,29379
.,508,3892727,20136
.,866,3892727,16949
.,866,3892727,2342
.,866,3892727,23234
.,866,3892727,16431
.,866,3892727,28620
.,866,3892727,28687
.,866,3892727,16833
.,866,3892727,18176
.,866,3892727,26883
.,866,3892727,29836
.,866,3892727,31170
.,866,3892727,25561
.,866,3892727,24010
.,866,3892727,32190
.,866,3892727,18419
.,866,3892727,18355
.,866,3892727,32181
.,866,3892727,32260
.,866,3892727,25260
.,866,3892727,13841
.,866,3892727,17079
.,866,3892727,20879
.,866,3892727,14990
.,866,3892727,12913
.,866,3892727,28190
.,978,3892727,26150
.,866,3892727,12770
.,866,3892727,25841
.,866,3892727,21928
.,866,3892727,27118
.,866,3892727,28123
.,866,3892727,13267
.,866,3892727,14890
.,866,3892727,23848
.,866,3892727,20536
.,866,3892727,14869
.,866,3892727,16313
.,866,3892727,27026
.,401,7705422,14842
.,781,3312533,17084
.,413,7470705,32225
.,978,7524665,13244
.,508,2289189,17698
.,978,5364719,27680
.,781,3966530,18625
.,508,9845333,25291
.,508,2542384,2908
.,857,6541000,1616
.,617,6438101,32633
.,617,6438000,31572
.,781,8347433,17771
.,413,7379544,19590
.,774,2061125,30725
.,781,9346226,28870
.,978,6881176,20515
.,603,8932900,24587
.,978,6872321,28143
.,774,2474939,15169
.,617,2613100,13122
.,508,4879395,14712
.,508,4879395,21225
.,617,7516205,13672
.,617,7516205,27260
.,512,8616399,13281
.,617,7516205,28889
.,617,7516205,22478
.,617,7516205,13143
.,508,7532900,25360
.,978,5324903,29752
.,978,7448388,29078
.,508,8543300,23134
.,617,6161600,32249
.,617,6161600,26412
.,413,7321620,26874
.,617,6161600,14078
.,508,5845400,31081
.,617,5160280,2677
.,781,8894860,23485
.,413,4368221,30586
.,413,5368221,26429
.,413,7372437,17048
.,413,5368221,22386
.,978,2759444,19095
.,617,7698670,14812
.,781,7698670,25662
.,508,4780820,19267
.,781,7698670,18672
.,617,7698670,24857
.,781,2462010,25930
.,978,7452440,12834
.,413,7886195,2833
.,413,7886195,2781
.,508,,3271
.,508,4325829,22564
.,508,5407609,22195
.,508,0,20644
.,413,7886195,12560
.,413,7886195,24043
.,508,7595411,24337
.,413,7886195,23819
.,413,5925414,2156
.,413,5846855,16769
.,413,7722935,14430
.,413,4424003,18263
.,781,3972000,31264
.,508,7546026,15723
.,781,3293201,21331
.,978,9376295,14395
.,978,9348530,13542
.,508,3348698,32510
.,508,9975100,18749
.,617,3767427,14022
.,617,2643500,2432
.,508,4800092,30054
.,508,5804691,20661
.,857,2173700,25783
.,508,5804691,29146
.,508,5212200,26328
.,978,6884901,22840
.,978,8701840,12758
.,978,4521736,29338
.,978,5804691,2014
.,781,0,21642
.,781,8512648,24591
.,508,5804691,15920
.,413,5212879,30838
.,508,8300004,26274
.,978,5421951,27299
.,413,4951500,26973
.,508,3241060,20950
.,781,5804691,28642
.,508,5804691,29099
.,508,7523969,25432
.,617,5349500,28771
.,617,5216700,27648
.,617,1111111,2844
.,617,3183200,29499
.,617,4252085,26677
.,617,2666336,22979
.,413,8607700,15649
.,781,8788340,20337
.,413,7659101,29097
.,508,2227525,22895
.,413,7379544,2568
.,508,8755801,16993
.,978,3734985,28225
.,978,4663820,21951
.,508,6431873,24466
.,413,6649024,18265
.,413,4420402,27323
.,781,2331782,27451
.,413,7655940,14529
.,781,2904970,26621
.,508,8543320,28957
.,508,6751054,28091
.,508,6742788,24591
.,508,6742788,25811
.,413,7993350,19513
.,508,3359908,29996
.,413,5368221,24793
.,413,5368221,27944
.,978,7401220,18423
.,617,2321303,21496
.,978,4234600,24996
.,781,4234600,14262
.,978,4234600,17624
.,508,4234600,29929
.,508,4234600,27676
.,413,4234600,22265
.,508,4234600,18846
.,978,3435631,14696
.,617,8259839,18445
.,617,8259839,2350
.,413,9676241,28653
.,508,8628061,20193
.,508,8628061,25368
.,617,2666336,24199
.,781,3800695,25826
.,508,7965797,15633
.,413,3800695,18310
.,781,3800695,14298
.,781,5820100,24722
.,508,2950383,19399
.,781,8910555,15676
.,781,8910555,26948
.,508,8799800,15358
.,508,8799800,14993
.,781,3319880,2892
.,781,3351404,13036
.,617,9893221,29550
.,413,5943111,13674
.,978,9396654,12877
.,978,8788110,18793
.,978,8788110,20563
.,413,5289311,24331
.,617,8873538,30678
.,857,2024000,26554
.,413,2231831,27622
.,413,4553405,32679
.,508,6858322,3251
.,978,3981136,1833
.,508,3440344,19667
.,617,5134295,12720
.,781,5811181,13735
.,617,7798400,14461
.,781,3255501,32646
.,508,4596937,16873
.,508,7923800,16769
.,978,2649653,25724
.,781,4365071,14792
.,978,6771007,20917
.,978,9370010,19089
.,978,7107266,18718
.,617,7829900,2025
.,781,2623392,14165
.,781,5982454,18660
.,508,3459420,22045
.,978,7714735,21536
.,781,4209344,32274
.,413,7330044,16686
.,617,9344473,13746
.,617,6004547,18388
.,978,6577444,29626
.,978,6400066,18119
.,617,2307118,14859
.,978,4437890,29690
.,413,7890027,24379
.,617,2410003,26353
.,508,4148556,30229
.,978,8845565,22643
.,508,2431189,2208
.,978,7104232,25246
.,617,5667500,24280
.,978,2084975,26364
.,617,6634881,28375
.,978,2088100,28163
.,978,3239729,19035
.,508,7788800,31913
.,508,8534100,3046
.,508,5408770,27426
.,617,9692600,26942
.,617,4721333,16219
.,508,8300999,19893
.,413,7946411,20217
.,617,3088567,18552
.,413,4472862,13918
.,617,3810050,1558
.,617,8885875,27444
.,978,5372273,3078
.,978,5497921,3051
.,978,9309410,15712
.,978,7255505,12582
.,888,9899973,28945
.,781,2842273,27182
.,978,2595907,32289
.,508,5771058,32662
.,508,7965302,32799
.,508,5872121,2919
.,508,8451232,27522
.,978,5367868,25733
.,978,   ,23775
.,413,7460077,14490
.,978,5511218,29169
.,781,3498178,15745
.,413,3632942,23852
.,774,9927068,13365
.,617,6731700,15347
.,978,7618762,27772
.,413,5921762,2884
.,617,3325015,25841
.,857,2032169,23815
.,978,5261125,23178
.,617,5590200,15547
.,508,2921809,20697
.,617,8898744,23030
.,978,4599343,23815
.,781,9642489,24791
.,978,6854700,30675
.,617,8467676,27633
.,508,9778100,1276
.,508,9926278,16079
.,508,2220118,28885
.,413,3344835,29848
.,508,9916596,24775
.,508,2441530,1577
.,978,9043059,22017
.,781,6420880,2274
.,508,7365325,12984
.,978,3900958,2140
.,781,2153815,16266
.,508,3799060,20885
.,978,3288761,15664
.,781,5589555,15731
.,617,5961947,22615
.,508,4858080,30556
.,617,2048035,23178
.,508,8925700,13329
.,978,2878300,30781
.,978,7986590,30545
.,978,3884500,3051
.,413,7313050,30424
.,508,6280850,18925
.,617,3888992,3002
.,978,7352745,23190
.,508,8530509,32299
.,413,5832005,23129
.,413,7328700,32257
.,617,9473311,14158
.,781,4495155,14772
.,508,2791260,14199
.,413,9983178,20216
.,978,3373270,22666
.,781,2730111,22420
.,603,9432817,25241
.,978,5517275,19420
.,617,2543800,1657
.,413,4433525,24880
.,508,8882932,32073
.,413,7331132,23496
.,978,9969790,31755
.,978,7702023,20442
.,781,3913500,2377
.,978,2371572,28650
.,978,8533797,28428
.,978,2211483,19598
.,301,3855743,21043
.,978,9292273,23290
.,978,4620209,31448
.,617,9383860,32651
.,617,2883333,2054
.,781,3962633,28478
.,781,6545544,15240
.,617,4778290,16765
.,508,5885811,25622
.,978,6321230,26711
.,781,3387800,24526
.,978,7280621,17783
.,781,9610804,30878
.,781,5695364,26034
.,413,8493622,23379
.,978,6771272,31323
.,781,2349900,29247
.,617,7538125,19313
.,978,9952533,19355
.,413,5345691,1717
.,508,3661766,19122
.,978,3498426,32240
.,978,5524127,20070
.,978,8517775,2747
.,617,6510707,21818
.,978,3420081,22352
.,781,4779688,28738
.,800,5932454,23756
.,413,2241912,15459
.,978,4552555,31035
.,413,7345200,26371
.,781,8940020,25684
.,508,7130538,16896
.,508,6720675,29949
.,508,4814930,29583
.,978,2045540,26493
.,978,9211697,29342
.,617,6985100,15866
.,508,8731763,16228
.,978,3209858,30441
.,617,7335159,30024
.,781,3266200,29374
.,617,8442004,1677
.,508,7941158,24576
.,978,8761062,25955
.,508,8970800,26365
.,508,7473521,25127
.,508,7335951,26038
.,617,9697517,24656
.,413,5360503,13660
.,508,2029090,20176
.,617,5063876,26551
.,508,8753511,23632
.,978,3751516,20230
.,857,2433814,25880
.,413,7822500,29981
.,781,5937174,29729
.,508,7932933,2283
.,978,4256675,15730
.,508,6533081,3222
.,781,5920511,32015
.,781,6749100,26964
.,978,4554035,18327
.,508,8347761,2585
.,617,6233211,28558
.,413,5627049,3166
.,781,4449910,30437
.,978,6465200,1320
.,978,2282189,15780
.,781,6592342,23139
.,781,4089066,3212
.,508,8265387,32111
.,617,4709797,24863
.,781,6352005,24629
.,978,9438149,19097
.,508,7923760,20270
.,508,9908160,30886
.,978,7281266,17385
.,781,2904000,27913
.,617,4819077,21661
.,781,5950311,27479
.,240,3467488,28738
.,774,2155648,24029
.,857,5766924,20125
.,508,7551228,28122
.,978,2510107,21825
.,413,7477344,22199
.,508,9954242,22816
.,978,9969656,17929
.,774,2436476,13957
.,775,2471221,25775
.,508,8731358,28758
.,413,2431212,2274
.,978,3493073,29224
.,508,3526640,24719
.,617,7730144,20684
.,508,7577878,23281
.,617,6960600,16658
.,978,3498837,1688
.,469,8880858,22871
.,413,8967776,29826
.,508,3630889,13834
.,857,2608461,25564
.,617,3196406,16072
.,774,2762049,12779
.,508,5869700,3103
.,978,3287141,28241
.,413,5920101,21046
.,978,7619281,18417
.,508,6735500,23080
.,617,2680946,32511
.,978,9577654,15486
.,508,9268848,32379
.,617,2306844,28266
.,617,5245005,23316
.,781,5812741,31529
.,413,5847329,14389
.,781,6247070,21139
.,508,9733200,1368
.,413,5674600,17498
.,978,9220088,26173
.,781,5515600,24235
.,781,3447011,15795
.,617,2647100,17853
.,774,8233523,20585
.,617,4393200,22772
.,508,7363661,16129
.,413,3313294,20589
.,202,2568542,2819
.,978,9429808,27478
.,781,9220137,1712
.,617,8259206,1455
.,978,5325592,19557
.,781,6436090,31859
.,781,2812235,27632
.,413,5841060,28224
.,508,4730862,23436
.,508,7567176,32751
.,617,7793361,27538
.,508,9577400,16768
.,617,7769800,26642
.,508,9430612,27920
.,508,6681066,27919
.,413,7890132,3279
.,978,3746300,24391
.,508,8139994,16582
.,617,9241212,30161
.,781,9992642,20017
.,508,9493598,32578
.,508,9900607,16148
.,781,7491310,16457
.,978,5961111,2325
.,508,9988100,14339
.,508,9859076,21657
.,978,3220092,15991
.,413,6644048,19321
.,978,5371661,32742
.,508,4857700,18019
.,978,2510367,32176
.,323,8540678,25355
.,781,3330037,31744
.,617,9245900,19128
.,617,9428664,16110
.,413,5840300,25646
.,508,8214550,15955
.,508,8229200,3129
.,508,4827222,28117
.,978,8513121,19819
.,617,7894289,28184
.,617,6809703,27394
.,508,5862222,23429
.,508,5862222,2561
.,978,3731584,18237
.,617,4911818,14137
.,413,7460777,13671
.,617,2880300,23722
.,781,3407811,30573
.,978,3237811,2671
.,413,5988217,23398
.,413,7870606,3125
.,413,4260989,29770
.,781,5267440,19012
.,781,3373121,12588
.,617,3816248,13028
.,978,4584844,15429
.,781,3955542,2889
.,781,2700339,23063
.,978,3180055,30880
.,978,4481400,14649
.,781,6411018,27555
.,508,3244208,21479
.,508,8226603,1491
.,508,7473332,18545
.,978,2810252,21816
.,978,9100247,2036
.,978,6862807,30862
.,617,6959310,19836
.,774,4446389,14774
.,413,5284560,27138
.,617,9019887,15555
.,978,3429428,29531
.,617,7929548,15428
.,617,4911815,20952
.,617,3330050,23753
.,508,3444144,18189
.,978,6321230,14320
.,508,2913232,23925
.,508,6460135,25912
.,508,8806626,16991
.,617,9128452,22681
.,617,5146340,32089
.,413,7742275,13521
.,617,2884155,20216
.,617,7734222,24056
.,617,5144460,2019
.,617,3313814,14925
.,781,7494774,28415
.,978,4651980,22539
.,508,8803000,18918
.,508,6731290,16920
.,508,2266150,29998
.,978,4534663,12530
.,617,5427458,12770
.,508,4972300,23579
.,508,2898826,16768
.,617,7828899,24042
.,617,8255000,30319
.,617,8255000,31070
.,617,2320634,2857
.,774,2021065,21917
.,978,6852727,25858
.,978,6201493,17314
.,508,8352800,23794
.,781,5953200,12937
.,508,3392119,14396
.,617,2987970,19814
.,978,6201495,22394
.,508,5838313,24285
.,781,3951900,24548
.,413,5680555,12513
.,978,4410000,24264
.,781,3447661,22014
.,978,2489470,20318
.,781,5954888,25673
.,781,0,30838
.,781,7694495,27523
.,978,9899897,1499
.,781,4497855,16569
.,617,8789999,32456
.,413,4424978,22591
.,781,5984570,23642
.,508,9971441,24763
.,413,2065880,27051
.,413,2065580,22052
.,413,3220178,28597
.,617,4237563,1499
.,978,5312499,29333
.,301,3704714,29148
.,781,7901503,13284
.,508,9250389,14718
.,781,6291699,23260
.,508,6734480,16268
.,781,2462820,20226
.,978,5312254,25840
.,617,4695836,17624
.,617,4695836,18272
.,508,7522546,27454
.,508,6555000,1410
.,508,2349771,15362
.,617,2650200,32183
.,508,7567272,18357
.,978,3742175,21588
.,978,3742175,24298
.,617,3259447,14095
.,413,7828008,29049
.,413,3019655,14897
.,978,4715180,2662
.,508,9985599,13660
.,508,0,31049
.,978,9215020,32621
.,978,6883248,27828
.,508,2662054,25535
.,781,4747771,25257
.,617,9321166,17176
.,508,9577754,21898
.,508,8330223,14698
.,413,5676211,30189
.,508,3943514,30767
.,617,7799999,15453
.,508,8800202,22041
.,508,8317500,32190
.,617,2026100,16489
.,508,6500144,21818
.,617,7950668,25159
.,781,5982454,15032
.,617,6634881,13648
.,508,3205324,24145
.,508,7211219,15855
.,413,5345691,2300
.,617,2424872,2117
.,978,4667890,29770
.,413,2051229,15172
.,978,9309410,23333
.,508,9454601,29612
.,508,8204800,2004
.,978,7747566,16124
.,781,3583000,24374
.,508,7910081,27775
.,617,8898744,17372
.,83,4599343,2375
.,508,6757583,29866
.,508,9926278,18593
.,508,2220118,13775
.,781,9355550,19890
.,508,3995900,28811
.,508,4872201,13846
.,508,2554623,2255
.,877,2554623,28253
.,978,9043059,26556
.,508,7460215,1465
.,781,4064777,14479
.,978,7741350,30525
.,617,7381113,12734
.,617,9696130,31235
.,978,4620209,19083
.,978,6321230,12686
.,781,3387866,19925
.,800,3311044,2812
.,978,7280621,25942
.,781,2349950,2291
.,413,5333923,14568
.,508,9570200,25451
.,508,9733200,24683
.,413,7742400,29250
.,508,6930189,16752
.,978,4256675,31856
.,413,5490115,25678
.,508,2910049,19976
.,413,7864004,1834
.,413,4432994,26649
.,508,7130512,18367
.,508,6720580,24612
.,617,6634997,16646
.,508,2290912,20214
.,978,9733749,3001
.,978,5524000,30953
.,508,2668290,21617
.,508,3831000,28812
.,978,2243399,28858
.,781,4588490,17430
.,508,8521589,22819
.,781,6592342,15021
.,508,3414145,24810
.,508,7651515,27767
.,508,2666402,22931
.,781,6709449,16651
.,781,6247080,14432
.,413,5652500,29828
.,781,5666242,16657
.,978,4433359,29870
.,413,5400140,2943
.,508,7918200,2389
.,508,3336856,19887
.,781,6436090,23548
.,413,5841060,2600
.,508,4730862,21365
.,508,7567176,19975
.,508,9577710,15097
.,781,7079524,14182
.,978,7747566,14164
.,508,9570200,29785
.,978,5524501,26762
.,508,7516800,19364
.,866,6709449,13653
.,508,7170270,1948
.,508,8336050,31332
.,413,4969272,19630
.,413,2365959,17619
.,617,2670710,23272
.,781,7540813,32440
.,781,7685590,17177
.,617,7232015,2271
.,781,4346400,25992
.,781,8954901,30820
.,781,8957950,29631
.,508,8228839,15569
.,508,7757751,3180
.,508,8338222,23977
.,508,7714263,29621
.,413,7439934,27334
.,978,6326674,24251
.,978,4750959,26519
.,413,7375500,19377
.,781,3263800,21281
.,508,3815600,14645
.,978,8406767,32028
.,508,6654111,31563
.,508,5868700,27984
.,508,7757026,14241
.,781,8352111,17172
.,508,3241171,2098
.,508,7477246,31966
.,781,2550362,27486
.,508,4538802,29164
.,508,5883174,30532
.,508,2227555,22637
.,508,9971271,27796
.,413,3042171,21229
.,617,8336100,18237
.,978,5213235,32266
.,978,6358300,2939
.,617,5477163,19373
.,781,3313820,26086
.,978,8267234,13597
.,978,9224670,27664
.,781,4385995,20065
.,781,6655233,16849
.,978,3492146,14620
.,978,8186360,26258
.,413,7889700,2355
.,508,7468600,12947
.,508,6722290,18989
.,617,8499577,30410
.,413,7367463,3008
.,508,4538820,13243
.,781,8919300,26152
.,978,6855366,19612
.,413,2564452,22666
.,781,3312922,26548
.,617,2770009,16013
.,508,7540700,28188
.,413,5837983,24979
.,781,6994397,31290
.,413,4472764,14312
.,413,5280790,28768
.,617,8597000,16253
.,617,2982475,13597
.,617,7326896,14468
.,508,5862791,19679
.,508,4275329,14724
.,617,7347794,20475
.,781,7448023,24248
.,413,5352529,32762
.,617,3556000,24312
.,617,6163600,14530
.,617,9834470,23869
.,978,3691683,19410
.,781,6420331,27541
.,978,9223080,15330
.,413,5933078,31542
.,617,6366389,21186
.,413,7818855,12654
.,508,6774911,29568
.,585,2480051,28383
.,508,7329272,15054
.,508,3624535,28128
.,978,2500981,19275
.,978,7740350,31020
.,508,8794144,22869
.,978,4415100,31487
.,978,6869900,15493
.,508,6344331,22545
.,508,9960364,24979
.,508,4609250,32439
.,508,4571560,30519
.,978,9753117,25662
.,978,4657030,20087
.,781,2792454,21645
.,508,3411913,32281
.,413,5867989,20948
.,508,9949692,19155
.,413,7862022,27586
.,617,7393000,30517
.,508,6930410,15340
.,617,4459989,3019
.,617,7262000,19287
.,781,3969282,12783
.,508,2281200,24245
.,508,9920629,21691
.,413,4472000,21638
.,978,9751119,15645
.,978,9212052,1377
.,781,2332877,18534
.,617,5477700,27551
.,781,7621544,1879
.,781,9289277,31232
.,781,6191400,24934
.,413,2840700,2214
.,508,4219539,22866
.,978,5327663,15687
.,978,3434100,22832
.,413,7503400,14195
.,781,3418550,18753
.,781,3314100,15336
.,978,7443660,15680
.,508,9433998,16145
.,617,8471700,21073
.,413,7369600,2629
.,617,7893000,30027
.,508,7981234,15472
.,508,8285986,24469
.,615,2022087,12971
.,617,3287707,18053
.,617,4727800,16195
.,508,3340100,18590
.,508,7530886,31337
.,508,8560011,19933
.,781,4311414,22998
